P homeless,P exit,P undetected,Simulation,# Consecutive,# Episodic,# Chronic,# Ever Homeless,# Undetected Chronic,Frac Undetected Chronic,Wall Time (s),Episodic as % Chronic
0.0025,0.0025,0.0025,2,9623,57,9680,18637,15,0.2631578947368421,1.4225412389999974,0.005888429752066116
0.0125,0.0075,0.0125,1,10709,7735,18444,20000,443,0.0572721396250808,4.785959795000004,0.41937757536326176
0.0025,0.0025,0.005,2,10533,41,10574,18719,7,0.17073170731707318,1.6888111840000022,0.0038774352184603746
0.0125,0.01,0.005,1,7966,12044,20010,20000,1721,0.14289272666888078,4.510483403999999,0.6018990504747627
0.0025,0.0025,0.0075,2,10656,18,10674,18764,4,0.2222222222222222,1.8982167760000053,0.0016863406408094434
0.0125,0.01,0.0075,1,8215,11736,19951,20000,1032,0.08793456032719836,4.676234705000006,0.5882411909177485
0.0125,0.01,0.01,1,8245,11693,19938,20000,703,0.060121440177884206,5.021250831000003,0.5864680509579697
0.0025,0.005,0.0025,2,5995,429,6424,18750,138,0.32167832167832167,1.7186985889999988,0.06678082191780822
0.0125,0.01,0.0125,1,8085,11594,19679,20000,579,0.04993962394341901,5.268127073000002,0.5891559530463947
0.0025,0.0025,0.01,2,10738,17,10755,18703,0,0.0,2.1560437509999986,0.0015806601580660158
0.0125,0.0125,0.0025,1,5660,14270,19930,20000,2368,0.16594253679046952,4.815054061999994,0.7160060210737581
0.0025,0.005,0.005,2,6544,302,6846,18678,67,0.22185430463576158,1.8188797800000032,0.04411335086181712
0.0125,0.0125,0.005,1,6319,14057,20376,20000,1574,0.11197268264921391,4.982281456000003,0.689880251276011
0.0025,0.0025,0.0125,2,10838,24,10862,18754,1,0.041666666666666664,2.4152323819999992,0.0022095378383354815
0.0025,0.005,0.0075,2,6649,233,6882,18671,35,0.15021459227467812,2.017751182000012,0.033856437082243535
0.0125,0.0125,0.0075,1,6432,14149,20581,20000,978,0.0691214926849954,5.250690853000002,0.6874787425295175
0.0025,0.0075,0.0025,2,4073,830,4903,18709,242,0.29156626506024097,1.7553563139999966,0.16928411176830513
0.0025,0.005,0.01,2,6788,232,7020,18679,27,0.11637931034482758,2.129839160000003,0.03304843304843305
0.0025,0.0075,0.005,2,4606,690,5296,18661,140,0.2028985507246377,1.9352581800000053,0.13028700906344412
0.0125,0.0125,0.01,1,6341,14272,20613,20000,775,0.05430213004484305,5.386343424999993,0.6923785960316305
0.0025,0.005,0.0125,2,6737,241,6978,18697,24,0.0995850622406639,2.4062415690000023,0.034537116652335914
0.0025,0.0075,0.0075,2,4683,645,5328,18683,92,0.14263565891472868,2.106907332999995,0.12105855855855856
0.0025,0.01,0.0025,2,3234,1132,4366,18714,308,0.27208480565371024,1.9144972600000045,0.2592762253779203
0.0025,0.01,0.005,2,3498,1063,4561,18678,237,0.22295390404515522,1.9004744490000007,0.2330629247971936
0.0025,0.0075,0.01,2,4549,596,5145,18711,85,0.14261744966442952,2.154772649999998,0.11584062196307095
0.0125,0.0125,0.0125,1,6061,14293,20354,20000,668,0.046736164556076404,5.722816741000003,0.7022206937211359
0.0025,0.01,0.0075,2,3344,948,4292,18686,132,0.13924050632911392,2.0276774619999998,0.22087604846225536
0.0025,0.0075,0.0125,2,4548,591,5139,18753,67,0.11336717428087986,2.34907822400001,0.11500291885580852
0.0025,0.0125,0.0025,2,2548,1214,3762,18762,333,0.2742998352553542,1.7889567250000056,0.32270069112174377
0.0025,0.01,0.01,2,3168,961,4129,18713,139,0.14464099895941726,2.155615116000007,0.23274400581254542
0.005,0.0025,0.0025,2,12891,328,13219,19911,98,0.29878048780487804,1.4934909069999946,0.0248127694984492
0.0025,0.0125,0.005,2,2699,1248,3947,18685,223,0.17868589743589744,1.8353909249999987,0.3161895110210286
0.0025,0.01,0.0125,2,3089,958,4047,18676,124,0.12943632567849686,2.069587994999992,0.2367185569557697
0.0025,0.0125,0.0075,2,2617,1237,3854,18714,197,0.15925626515763944,1.8818628220000022,0.32096523092890505
0.0025,0.0125,0.01,2,2400,1183,3583,18695,159,0.13440405748098055,1.9191281169999996,0.33017024839519954
0.005,0.0025,0.005,2,13591,186,13777,19903,31,0.16666666666666666,1.6231471490000047,0.013500762139798214
0.0025,0.0125,0.0125,2,2191,1194,3385,18700,196,0.16415410385259632,1.898173749999998,0.35273264401772525
0.005,0.005,0.0025,2,8819,2032,10851,19903,632,0.3110236220472441,2.0647762279999995,0.18726384665007834
0.005,0.0025,0.0075,2,13832,133,13965,19916,13,0.09774436090225563,2.158959408000001,0.009523809523809525
0.005,0.005,0.005,2,9736,1489,11225,19920,307,0.20617864338482203,2.334816267000008,0.13265033407572382
0.005,0.0025,0.01,2,13865,118,13983,19915,12,0.1016949152542373,2.477190636000003,0.008438818565400843
0.005,0.005,0.0075,2,9898,1278,11176,19914,155,0.12128325508607199,2.5480341260000046,0.11435218324982105
0.005,0.0075,0.0025,2,6490,3992,10482,19915,1087,0.2722945891783567,2.481644959999997,0.3808433505056287
0.005,0.0025,0.0125,2,14194,89,14283,19918,5,0.056179775280898875,2.771371191,0.006231183924945739
0.005,0.0075,0.005,2,7261,3384,10645,19900,587,0.17346335697399526,2.695835946999992,0.31789572569281355
0.005,0.005,0.01,2,9918,1145,11063,19898,115,0.10043668122270742,2.796787162000001,0.10349814697640784
0.005,0.0075,0.0075,2,7225,3081,10306,19908,375,0.12171372930866602,2.891277905999999,0.2989520667572288
0.005,0.01,0.0025,2,5052,5343,10395,19907,1283,0.2401272693243496,2.8266219970000037,0.513997113997114
0.005,0.01,0.005,2,5572,4826,10398,19932,788,0.1632822213012847,2.8708154699999966,0.4641277168686286
0.005,0.005,0.0125,2,9944,1093,11037,19900,89,0.08142726440988106,3.0994962640000097,0.09903053365950892
0.005,0.0075,0.01,2,7226,2850,10076,19903,304,0.10666666666666667,3.035618192000001,0.28285033743549026
0.005,0.01,0.0075,2,5459,4725,10184,19920,605,0.12804232804232804,3.0705368809999953,0.4639630793401414
0.005,0.0075,0.0125,2,7121,2795,9916,19939,233,0.08336314847942755,3.3140681180000087,0.2818676885841065
0.0075,0.0025,0.0025,2,14459,600,15059,19993,230,0.38333333333333336,1.9474651000000023,0.03984328308652633
0.0075,0.0025,0.005,2,15101,336,15437,19996,73,0.21726190476190477,2.222034140000005,0.021765887154239813
0.005,0.0125,0.0025,2,4041,6063,10104,19917,1252,0.20649843311891802,2.9492406020000033,0.6000593824228029
0.005,0.01,0.01,2,5317,4663,9980,19926,503,0.10787046965472871,3.3621359480000024,0.46723446893787574
0.005,0.0125,0.005,2,4485,5779,10264,19919,848,0.1467381899982696,3.0697097040000045,0.5630358534684333
0.005,0.01,0.0125,2,5163,4536,9699,19922,459,0.10119047619047619,3.451626994999998,0.4676770801113517
0.0075,0.0025,0.0075,2,15184,277,15461,19993,34,0.12274368231046931,2.52865457099999,0.017916046827501454
0.0075,0.005,0.0025,2,10497,3640,14137,19994,1138,0.31263736263736264,2.6191991059999964,0.25748037065855556
0.005,0.0125,0.0075,2,4359,5869,10228,19910,647,0.1102402453569603,3.3309491870000016,0.5738169730152523
0.0075,0.005,0.005,2,11359,2732,14091,19991,488,0.17862371888726208,2.7912009359999956,0.1938826201121283
0.0075,0.0025,0.01,2,15270,239,15509,19997,24,0.100418410041841,2.9901374439999984,0.015410406860532595
0.005,0.0125,0.01,2,4094,5810,9904,19938,601,0.10344234079173838,3.538663741999997,0.5866316639741519
0.005,0.0125,0.0125,2,3921,5885,9806,19919,628,0.10671197960917587,3.650600655000005,0.6001427697328167
0.0075,0.005,0.0075,2,11722,2404,14126,19991,274,0.11397670549084858,3.046101692999997,0.17018264193685403
0.0075,0.0025,0.0125,2,15387,197,15584,19992,14,0.07106598984771574,3.3896416089999946,0.012641170431211499
0.0075,0.005,0.01,2,11699,2177,13876,19997,206,0.09462563160312357,3.4409014980000023,0.15688959354280774
0.0075,0.0075,0.0025,2,7670,6959,14629,19992,1853,0.2662738899267136,3.115330001999993,0.47569895413220314
0.0075,0.005,0.0125,2,11859,2104,13963,19996,150,0.07129277566539924,3.7094116840000027,0.15068395044044977
0.0075,0.0075,0.005,2,8633,6104,14737,19994,1112,0.182175622542595,3.3542231809999947,0.4141955621904051
0.0075,0.0075,0.0075,2,8870,5469,14339,19998,594,0.1086121777290181,3.559155083999997,0.38140735058232794
0.0075,0.01,0.0025,2,6004,9306,15310,19998,2033,0.21846120782290995,3.510045826999999,0.607838014369693
0.0075,0.0075,0.01,2,8893,5236,14129,19995,458,0.08747135217723453,3.8108631289999977,0.37058532097105246
0.0075,0.01,0.005,2,6745,8549,15294,19997,1274,0.14902327757632472,3.680042164999989,0.5589773767490519
0.0075,0.0075,0.0125,2,8864,5227,14091,19991,357,0.06829921561124928,4.0574148309999885,0.37094599389681354
0.0075,0.01,0.0075,2,6794,8208,15002,19998,877,0.10684697855750487,3.8824211010000056,0.5471270497267031
0.0075,0.0125,0.0025,2,4840,10437,15277,19997,1928,0.1847274120915972,3.864254659000011,0.6831838711788963
0.0075,0.01,0.01,2,6707,8128,14835,19998,663,0.08156988188976377,4.0863818799999905,0.5478934951129086
0.0075,0.0125,0.005,2,5337,10274,15611,19997,1279,0.12448900136266303,3.932554651999993,0.6581256806098265
0.01,0.0025,0.0025,2,14982,807,15789,20000,312,0.38661710037174724,2.0808211299999897,0.05111153334600038
0.0075,0.01,0.0125,2,6571,8030,14601,19992,570,0.07098381070983811,4.394106674,0.549962331347168
0.0075,0.0125,0.0075,2,5271,10130,15401,19992,983,0.09703849950641659,4.132859241999995,0.657749496785923
0.01,0.0025,0.005,2,15655,492,16147,19999,108,0.21951219512195122,2.4116810219999962,0.03047005635721806
0.0075,0.0125,0.01,2,5124,10109,15233,19998,785,0.0776535760213671,4.540533957000008,0.6636250246176065
0.01,0.0025,0.0075,2,15985,344,16329,20000,36,0.10465116279069768,2.7668961359999997,0.02106681364443628
0.0075,0.0125,0.0125,2,4972,10234,15206,19994,727,0.07103771741254641,4.579444291999991,0.6730238063922136
0.01,0.0025,0.01,2,15906,293,16199,20000,19,0.06484641638225255,3.10375123499999,0.018087536267670845
0.01,0.005,0.0025,2,11327,4775,16102,20000,1616,0.33842931937172777,2.8692554609999945,0.2965470127934418
0.01,0.005,0.005,2,12446,3654,16100,19999,665,0.18199233716475097,3.0900564309999936,0.22695652173913045
0.01,0.0025,0.0125,2,16198,255,16453,20000,11,0.043137254901960784,3.5072153959999923,0.01549869324743208
0.01,0.005,0.0075,2,12674,3227,15901,19999,379,0.11744654477843199,3.364444505999998,0.20294321111879757
0.01,0.005,0.01,2,12798,2830,15628,20000,217,0.07667844522968198,3.6339668729999914,0.18108523163552598
0.01,0.0075,0.0025,2,8545,8835,17380,20000,2451,0.27741935483870966,3.399109272000004,0.5083429228998849
0.01,0.0075,0.005,2,9641,7676,17317,20000,1310,0.1706618030224075,3.6144321959999957,0.4432638447768089
0.01,0.005,0.0125,2,12887,2828,15715,20000,153,0.0541018387553041,4.067195249000008,0.1799554565701559
0.01,0.0075,0.0075,2,9775,7162,16937,19999,740,0.10332309410779111,3.890719482999998,0.4228611914742871
0.01,0.0075,0.01,2,9990,6958,16948,20000,521,0.0748778384593274,4.241339401000005,0.4105499173943828
0.01,0.01,0.0025,2,6618,11509,18127,20000,2479,0.2153966461030498,3.956685758000006,0.6349092513929497
0.01,0.0075,0.0125,2,10016,6775,16791,20000,397,0.05859778597785978,4.405979826999996,0.4034899648621285
0.01,0.01,0.005,2,7445,10824,18269,20000,1553,0.14347745750184773,4.146772814000002,0.592479062893426
0.0125,0.0025,0.0025,2,15681,911,16592,20000,381,0.41822173435784854,2.0807891710000064,0.05490597878495661
0.01,0.01,0.0075,2,7662,10557,18219,20000,966,0.0915032679738562,4.337833592999999,0.5794500246994896
0.01,0.01,0.01,2,7750,10330,18080,20000,684,0.06621490803484995,4.580034975000004,0.5713495575221239
0.0125,0.0025,0.005,2,16251,531,16782,20000,107,0.2015065913370998,2.4481639809999933,0.03164104397568824
0.01,0.0125,0.0025,2,5155,13171,18326,20000,2292,0.17401867739731228,4.311945039999998,0.7187056640838153
0.01,0.01,0.0125,2,7340,10342,17682,19998,611,0.05907948172500484,4.846384899,0.5848885872638842
0.0125,0.0025,0.0075,2,16393,438,16831,20000,52,0.1187214611872146,2.8267857250000077,0.026023409185431643
0.01,0.0125,0.005,2,5914,12749,18663,19999,1445,0.11334222291944467,4.459017685999996,0.6831163264212613
0.01,0.0125,0.0075,2,6027,12723,18750,20000,995,0.07820482590583981,4.654207296999999,0.67856
0.0125,0.0025,0.01,2,16525,355,16880,20000,36,0.10140845070422536,3.2303433849999976,0.02103080568720379
0.0125,0.005,0.0025,2,11941,5303,17244,20000,1842,0.34735055628889305,2.969075536999995,0.3075272558571097
0.01,0.0125,0.01,2,5786,12755,18541,20000,777,0.06091728733829871,4.927502494999999,0.6879348470956259
0.0125,0.005,0.005,2,13150,4086,17236,20000,896,0.219285364659814,3.183877897000002,0.23706196333255977
0.0125,0.0025,0.0125,2,16630,330,16960,20000,22,0.06666666666666667,3.6375710709999964,0.01945754716981132
0.01,0.0125,0.0125,2,5621,12803,18424,20000,707,0.05522143247676326,5.113544383000004,0.6949088145896657
0.0125,0.005,0.0075,2,13292,3742,17034,20000,468,0.12506680919294494,3.564039373,0.2196782904778678
0.0125,0.005,0.01,2,13662,3387,17049,20000,308,0.09093593150280484,3.836901320999999,0.1986626781629421
0.0125,0.0075,0.0025,2,9244,9572,18816,20000,2751,0.2874007521938989,3.703400919999993,0.5087159863945578
0.0125,0.005,0.0125,2,13637,3225,16862,20000,210,0.06511627906976744,4.241544567999995,0.19125845095480964
0.0125,0.0075,0.005,2,10119,8633,18752,20000,1494,0.17305687478281015,3.8772867970000107,0.4603775597269625
0.0125,0.0075,0.0075,2,10560,8023,18583,20000,883,0.11005858157796336,4.155663923000006,0.4317386858957111
0.0025,0.0025,0.0025,3,9728,68,9796,18690,19,0.27941176470588236,1.3344576700000061,0.006941608819926501
0.0125,0.01,0.0025,2,6901,12693,19594,20000,2833,0.22319388639407547,4.263441974999992,0.6478003470450138
0.0125,0.0075,0.01,2,10522,7860,18382,20000,553,0.07035623409669212,4.465946184000003,0.4275922097704276
0.0025,0.0025,0.005,3,10484,29,10513,18752,3,0.10344827586206896,1.6061056289999982,0.002758489489203843
0.0125,0.01,0.005,2,8043,11936,19979,20000,1690,0.14158847184986595,4.449975644000006,0.5974272986635968
0.0125,0.0075,0.0125,2,10688,7687,18375,20000,456,0.05932093144269546,4.802178323000007,0.4183401360544218
0.0025,0.0025,0.0075,3,10801,24,10825,18737,2,0.08333333333333333,1.7786914050000036,0.0022170900692840647
0.0125,0.01,0.0075,2,8145,11836,19981,20000,981,0.08288273065224738,4.644184725000002,0.592362744607377
0.0125,0.01,0.01,2,8180,11675,19855,20000,748,0.06406852248394004,4.801654537999994,0.5880130949383027
0.0025,0.0025,0.01,3,10741,15,10756,18705,1,0.06666666666666667,2.086163313,0.0013945704722945333
0.0125,0.0125,0.0025,2,5563,14359,19922,19999,2453,0.1708336235113866,4.6245460539999925,0.7207609677743199
0.0025,0.005,0.0025,3,5918,385,6303,18650,123,0.3194805194805195,1.485632056,0.06108202443280977
0.0125,0.01,0.0125,2,8137,11525,19662,20000,620,0.053796095444685464,5.121871249999998,0.5861560370257349
0.0125,0.0125,0.005,2,6299,14129,20428,20000,1506,0.10658928445042112,4.7465528120000045,0.6916487174466419
0.0025,0.005,0.005,3,6488,303,6791,18732,52,0.1716171617161716,1.6916641699999957,0.044617876601384186
0.0025,0.0025,0.0125,3,10874,11,10885,18656,0,0.0,2.2924950570000107,0.0010105649977032614
0.0125,0.0125,0.0075,2,6462,14194,20656,20000,1020,0.07186134986614062,5.136179257000009,0.6871611154144074
0.0025,0.005,0.0075,3,6694,266,6960,18641,35,0.13157894736842105,2.0173184100000014,0.0382183908045977
0.0025,0.0075,0.0025,3,4146,870,5016,18690,263,0.3022988505747126,1.6922084600000034,0.173444976076555
0.0025,0.0075,0.005,3,4575,705,5280,18676,134,0.1900709219858156,1.7531640570000064,0.13352272727272727
0.0025,0.005,0.01,3,6685,225,6910,18734,21,0.09333333333333334,2.1684186760000017,0.03256150506512301
0.0125,0.0125,0.01,2,6275,14166,20441,20000,774,0.054637865311308764,5.249352246000001,0.6930189325375471
0.0025,0.005,0.0125,3,6731,207,6938,18737,23,0.1111111111111111,2.3164370390000073,0.02983568751801672
0.0025,0.0075,0.0075,3,4549,629,5178,18724,92,0.14626391096979333,1.9860771190000008,0.12147547315565856
0.0125,0.0125,0.0125,2,6164,14343,20507,20000,668,0.046573241302377465,5.230000322999999,0.6994197103428098
0.0025,0.01,0.0025,3,3095,1123,4218,18721,289,0.25734639358860195,1.8169396599999885,0.26623992413466097
0.0025,0.0075,0.01,3,4501,605,5106,18730,70,0.11570247933884298,2.1630097070000005,0.11848805327066196
0.0025,0.01,0.005,3,3461,1104,4565,18691,207,0.1875,1.9299179739999914,0.24184008762322015
0.0025,0.0075,0.0125,3,4597,557,5154,18776,62,0.11131059245960502,2.3064281060000127,0.10807140085370585
0.0025,0.01,0.0075,3,3378,967,4345,18718,148,0.15305067218200621,2.0202487279999986,0.22255466052934408
0.0025,0.01,0.01,3,3221,939,4160,18647,149,0.15867944621938232,2.1361962840000075,0.22572115384615385
0.0025,0.0125,0.0025,3,2502,1251,3753,18733,319,0.25499600319744203,1.8126138399999974,0.3333333333333333
0.0025,0.0125,0.005,3,2735,1245,3980,18742,248,0.19919678714859437,1.9168065200000086,0.3128140703517588
0.0025,0.01,0.0125,3,3166,899,4065,18825,127,0.14126807563959956,2.276718414000001,0.22115621156211562
0.005,0.0025,0.0025,3,12928,286,13214,19912,99,0.34615384615384615,1.7365386719999947,0.02164371121537763
0.0025,0.0125,0.0075,3,2670,1193,3863,18713,182,0.15255658005029338,2.0572962899999965,0.30882733626714987
0.0025,0.0125,0.01,3,2292,1252,3544,18736,163,0.13019169329073482,2.1656681939999913,0.35327313769751695
0.005,0.0025,0.005,3,13614,194,13808,19921,33,0.17010309278350516,1.9708027529999868,0.014049826187717265
0.0025,0.0125,0.0125,3,2243,1267,3510,18674,178,0.1404893449092344,2.3195057150000054,0.360968660968661
0.005,0.0025,0.0075,3,13761,123,13884,19917,9,0.07317073170731707,2.2963834549999973,0.008859118409680207
0.005,0.005,0.0025,3,8842,2059,10901,19921,651,0.3161728994657601,2.159725249999994,0.1888817539675259
0.005,0.0025,0.01,3,13980,112,14092,19931,12,0.10714285714285714,2.6022917800000016,0.007947771785410162
0.005,0.005,0.005,3,9529,1506,11035,19934,278,0.1845949535192563,2.443695396999999,0.13647485274127774
0.005,0.0025,0.0125,3,13972,98,14070,19918,3,0.030612244897959183,2.9240275850000046,0.006965174129353234
0.005,0.005,0.0075,3,9845,1306,11151,19907,152,0.11638591117917305,2.616594212999999,0.11711954084835441
0.005,0.0075,0.0025,3,6538,4034,10572,19925,1093,0.2709469509172038,2.549979719999996,0.38157396897465
0.005,0.005,0.01,3,9991,1157,11148,19925,128,0.11063094209161625,2.918457530000012,0.10378543236454969
0.005,0.0075,0.005,3,7268,3345,10613,19905,632,0.18893871449925262,2.710303834000001,0.31517949684349383
0.005,0.005,0.0125,3,9961,1067,11028,19913,89,0.08341143392689784,3.1339487440000084,0.09675371780921291
0.005,0.0075,0.0075,3,7265,3090,10355,19915,389,0.12588996763754046,2.884800367000011,0.29840656687590533
0.005,0.01,0.0025,3,4999,5424,10423,19914,1336,0.24631268436578171,2.757574520999995,0.5203876043365634
0.005,0.0075,0.01,3,7295,2958,10253,19906,292,0.09871534820824882,3.057907161000003,0.2885009265580806
0.005,0.01,0.005,3,5599,4794,10393,19918,796,0.16604088443888193,2.938478168000003,0.4612720100067353
0.005,0.0075,0.0125,3,7232,2795,10027,19913,235,0.08407871198568873,3.252705098000007,0.27874738206841526
0.005,0.01,0.0075,3,5567,4719,10286,19921,593,0.12566221657130747,2.9927987359999975,0.4587789228076998
0.0075,0.0025,0.0025,3,14275,612,14887,19995,230,0.3758169934640523,1.8873966299999978,0.041109693020756365
0.005,0.01,0.01,3,5278,4726,10004,19933,527,0.11151079136690648,3.279552109000008,0.4724110355857657
0.005,0.0125,0.0025,3,3956,6017,9973,19903,1319,0.21921223200930695,2.9625025120000004,0.6033289882683245
0.005,0.0125,0.005,3,4469,5861,10330,19925,907,0.1547517488483194,2.985811376000001,0.567376573088093
0.005,0.01,0.0125,3,5289,4584,9873,19905,452,0.09860383944153578,3.461580076000004,0.46429656639319355
0.0075,0.0025,0.005,3,14893,381,15274,19993,61,0.16010498687664043,2.1963529180000023,0.024944349875605603
0.005,0.0125,0.0075,3,4346,5839,10185,19913,734,0.12570645658503168,3.2209969059999963,0.573294059891998
0.0075,0.0025,0.0075,3,15191,269,15460,19998,29,0.10780669144981413,2.556334867000004,0.01739974126778784
0.005,0.0125,0.01,3,4102,5806,9908,19918,612,0.10540819841543231,3.329140207000009,0.5859911182882519
0.0075,0.005,0.0025,3,10423,3677,14100,19994,1167,0.3173782975251564,2.530254622000001,0.26078014184397164
0.0075,0.0025,0.01,3,15379,219,15598,19998,12,0.0547945205479452,2.884040313,0.01404026157199641
0.005,0.0125,0.0125,3,3925,5807,9732,19905,620,0.10676769416221801,3.582813864000002,0.5966913275791205
0.0075,0.005,0.005,3,11327,2780,14107,19995,513,0.18453237410071943,2.8129741310000043,0.19706528673708087
0.0075,0.0025,0.0125,3,15353,182,15535,19992,11,0.06043956043956044,3.266622046000009,0.011715481171548118
0.0075,0.005,0.0075,3,11695,2308,14003,19994,245,0.1061525129982669,3.0533890219999904,0.16482182389487968
0.0075,0.005,0.01,3,11828,2193,14021,19994,197,0.0898312813497492,3.2894974710000042,0.1564082447756936
0.0075,0.0075,0.0025,3,7759,7036,14795,19997,1882,0.2674815235929505,2.9377640229999997,0.4755660696181142
0.0075,0.0075,0.005,3,8710,5993,14703,19999,1053,0.175704989154013,3.006487360999998,0.40760389036251105
0.0075,0.005,0.0125,3,11852,2015,13867,19997,134,0.06650124069478908,3.466581656999992,0.14530900699502416
0.0075,0.0075,0.0075,3,8858,5493,14351,19995,592,0.10777352994720553,3.2540493549999923,0.38276078322068147
0.0075,0.0075,0.01,3,8823,5349,14172,19997,452,0.08450177603290335,3.5351593080000043,0.37743437764606264
0.0075,0.01,0.0025,3,5937,9240,15177,19994,2034,0.22012987012987012,3.2187951009999978,0.6088159715358766
0.0075,0.0075,0.0125,3,8832,5174,14006,19996,346,0.06687282566679552,3.802528033999991,0.3694131086677138
0.0075,0.01,0.005,3,6663,8477,15140,19995,1274,0.15028901734104047,3.345513357999991,0.5599075297225892
0.0075,0.01,0.0075,3,6778,8307,15085,19996,874,0.1052124714096545,3.466705282999996,0.550679482930063
0.0075,0.0125,0.0025,3,4811,10476,15287,19992,1904,0.1817487590683467,3.481490253000004,0.6852881533328973
0.0075,0.01,0.01,3,6485,8123,14608,19993,678,0.08346669949526037,3.7602419819999966,0.5560651697699891
0.01,0.0025,0.0025,3,15221,750,15971,20000,282,0.376,1.960229050999999,0.04696011520881598
0.0075,0.0125,0.005,3,5492,10111,15603,19995,1277,0.12629809118781526,3.6357191150000006,0.6480164071011985
0.0075,0.01,0.0125,3,6617,8126,14743,19996,590,0.07260644843711543,4.009346495999992,0.551176829681883
0.01,0.0025,0.005,3,15744,456,16200,19999,93,0.20394736842105263,2.2448196379999956,0.028148148148148148
0.01,0.0025,0.0075,3,15972,359,16331,20000,43,0.11977715877437325,2.6559170450000096,0.021982732227052843
0.01,0.0025,0.01,3,16088,310,16398,19999,31,0.1,2.9775557419999927,0.018904744481034273
0.01,0.005,0.0025,3,11547,4643,16190,20000,1592,0.3428817574843851,2.6890032750000046,0.2867819641754169
0.0075,0.0125,0.0075,3,5260,10282,15542,19995,987,0.09599299747130909,3.9774256809999997,0.661562218504697
0.01,0.005,0.005,3,12386,3658,16044,20000,721,0.19710224166211043,2.946561399999993,0.22799800548491647
0.01,0.0025,0.0125,3,16113,252,16365,19999,20,0.07936507936507936,3.303104757,0.0153987167736022
0.0075,0.0125,0.01,3,5206,10254,15460,19990,784,0.07645796762239127,4.075164669999992,0.6632600258732212
0.0075,0.0125,0.0125,3,4991,10266,15257,19994,724,0.07052406000389635,4.316714286000007,0.6728714688339779
0.01,0.005,0.0075,3,12727,3197,15924,20000,377,0.11792305286205818,3.213326699999996,0.20076613916101482
0.01,0.005,0.01,3,12860,2936,15796,19999,247,0.08412806539509536,3.4911553270000013,0.18586984046594074
0.01,0.0075,0.0025,3,8575,8803,17378,19999,2423,0.2752470748608429,3.3307586650000047,0.5065600184140868
0.01,0.0075,0.005,3,9517,7632,17149,20000,1290,0.1690251572327044,3.4232768399999998,0.4450405271444399
0.01,0.005,0.0125,3,12959,2758,15717,20000,161,0.0583756345177665,3.8082857269999977,0.175478780937838
0.01,0.0075,0.0075,3,9847,7197,17044,20000,796,0.11060163957204391,3.774268261000003,0.42226003285613706
0.01,0.0075,0.01,3,9964,6910,16874,20000,548,0.07930535455861071,3.933393558000006,0.40950574848879934
0.01,0.0075,0.0125,3,9978,6778,16756,20000,410,0.060489820005901446,4.210869352000003,0.404511816662688
0.01,0.01,0.0025,3,6548,11511,18059,19999,2492,0.21648857614455738,3.7448045529999945,0.6374107093416025
0.0125,0.0025,0.0025,3,15645,898,16543,20000,379,0.4220489977728285,2.0653390880000018,0.05428277821435048
0.01,0.01,0.005,3,7595,10796,18391,19999,1534,0.1420896628380882,3.934784691999994,0.5870262628459573
0.01,0.01,0.0075,3,7706,10553,18259,19998,960,0.0909693925897849,4.097916573000006,0.5779615532066378
0.0125,0.0025,0.005,3,16248,555,16803,20000,114,0.20540540540540542,2.3362719370000065,0.0330298161042671
0.01,0.0125,0.0025,3,5316,13227,18543,19999,2274,0.17192107053753686,4.181380578999992,0.7133149975732083
0.01,0.01,0.01,3,7690,10361,18051,20000,728,0.07026348808030113,4.380056736,0.573984820785552
0.0125,0.0025,0.0075,3,16443,465,16908,20000,58,0.12473118279569892,2.708335992000002,0.027501774308019873
0.01,0.0125,0.005,3,5963,12846,18809,20000,1454,0.11318698427526078,4.298633096000003,0.6829709181774682
0.01,0.01,0.0125,3,7573,10311,17884,20000,631,0.061196780137717004,4.646843845999996,0.5765488704987699
0.01,0.0125,0.0075,3,5905,12570,18475,19998,1009,0.08027048528241845,4.448215337000008,0.6803788903924222
0.01,0.0125,0.01,3,5769,12861,18630,20000,805,0.06259233341108779,4.572466590000005,0.6903381642512078
0.0125,0.0025,0.01,3,16591,389,16980,20000,26,0.06683804627249357,3.108218853000011,0.022909305064782098
0.0125,0.005,0.0025,3,12040,5278,17318,20000,1951,0.3696475937855248,2.7650570859999988,0.3047696038803557
0.01,0.0125,0.0125,3,5721,12819,18540,20000,730,0.05694671971292613,4.88763544599999,0.6914239482200647
0.0125,0.0025,0.0125,3,16571,314,16885,20000,19,0.06050955414012739,3.399909459,0.01859638732602902
0.0125,0.005,0.005,3,13121,4054,17175,20000,876,0.2160828811050814,3.0448899400000045,0.23604075691411935
0.0125,0.005,0.0075,3,13370,3681,17051,20000,490,0.13311600108666125,3.3962230850000026,0.21588176646530996
0.0125,0.005,0.01,3,13508,3383,16891,20000,285,0.08424475317765297,3.6550969460000005,0.20028417500444023
0.0125,0.0075,0.0025,3,9084,9759,18843,20000,2749,0.2816886976124603,3.4150112769999907,0.5179111606432096
0.0125,0.005,0.0125,3,13697,3279,16976,20000,197,0.06007929246721561,3.940931136000003,0.19315504241281808
0.0125,0.0075,0.005,3,10162,8642,18804,20000,1467,0.1697523721360796,3.6396626659999924,0.4595830674324612
0.0125,0.0075,0.0075,3,10419,8254,18673,20000,937,0.11352071722801066,3.8157524230000064,0.4420285974401542
